store_code,store_name,country_code,region_code,tax_jurisdiction_code,format_code,city,state_code,postal_code,address_line1,latitude,longitude,store_open_date,store_close_date,lifecycle_status,floor_area_sqft,annual_rent_usd,is_active,effective_start_date,effective_end_date,created_at,source_system
DE_0015,Apple Brownport,DE,EMEA,DE_NW_STD,FLG,New Teresastad,NW,58640,6487 Ashley Ridges,43.605970,163.403531,2019-11-15,,ACTIVE,11508,13419904,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.760993,RETAIL_OPS
DE_0016,Apple East Anthonyside,DE,EMEA,DE_RP_STD,MALL,Lake Darryl,RP,87436,0007 Bailey Street,-21.492915,146.014733,2021-04-23,,ACTIVE,5991,11725481,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.761153,RETAIL_OPS
DE_0017,Apple Kimberlyburgh,DE,EMEA,DE_BE_STD,MALL,Lake Grant,BE,93796,6477 Wheeler Islands Apt. 746,-17.235120,32.162455,2024-09-25,,ACTIVE,24865,6630202,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.761314,RETAIL_OPS
DE_0018,Apple Port Duane,DE,EMEA,DE_ST_STD,MINI,Anthonybury,ST,65603,35656 Michael Crossroad,85.822772,-171.466584,2017-05-31,,ACTIVE,9783,2322777,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.761456,RETAIL_OPS
DE_0019,Apple Lake Holly,DE,EMEA,DE_BB_STD,MINI,Bridgeston,BB,13296,9692 Melton Highway Apt. 380,-32.061767,9.182504,2021-09-17,,ACTIVE,23516,10915730,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.761632,RETAIL_OPS
DE_0020,Apple North Angelaborough,DE,EMEA,DE_SN_STD,MALL,Williammouth,SN,91361,7881 Gray Prairie,-9.218202,12.652002,2018-09-06,,ACTIVE,9007,16075961,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.761794,RETAIL_OPS
AU_0001,Apple Flynnton,AU,APAC,AU_ACT_STD,FLG,Myersmouth,ACT,69482,4218 Aaron Pike Suite 591,-9.031648,171.400450,2019-04-08,,ACTIVE,19455,4148673,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.761968,RETAIL_OPS
AU_0002,Apple Hoffmanborough,AU,APAC,AU_WA_STD,MALL,Castillotown,WA,70785,287 Jeffery Road Suite 445,78.345163,65.003619,2023-12-04,,ACTIVE,23003,10851080,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.762135,RETAIL_OPS
AU_0003,Apple Duncanbury,AU,APAC,AU_NT_STD,FLG,Josephfurt,NT,83620,5093 Edward Loop,-40.779546,73.260197,2022-04-29,,ACTIVE,13586,15807108,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.762280,RETAIL_OPS
AU_0004,Apple Woodberg,AU,APAC,AU_QLD_STD,MINI,South Joefurt,QLD,58896,13543 Boone Hills,51.872110,-36.485603,2022-10-19,,ACTIVE,7281,16896250,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.762442,RETAIL_OPS
AU_0005,Apple Foxborough,AU,APAC,AU_SA_STD,MINI,Lake Robertport,SA,52376,539 David Shore,-21.797740,-18.951555,2016-03-17,,ACTIVE,5959,10532273,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.762590,RETAIL_OPS
AU_0006,Apple Floresport,AU,APAC,AU_QLD_STD,FLG,Lake Ashley,QLD,10768,68951 Donovan Lane,67.217640,31.489577,2019-11-16,,ACTIVE,22716,10142424,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.762761,RETAIL_OPS
AU_0007,Apple Martinezstad,AU,APAC,AU_ACT_STD,MALL,Navarrohaven,ACT,56928,476 Joshua Light,40.989126,93.943221,2021-07-11,,ACTIVE,13599,8526138,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.762926,RETAIL_OPS
AU_0008,Apple Brewermouth,AU,APAC,AU_ACT_STD,MINI,Port Wesley,ACT,30046,06056 Ibarra Motorway,54.709882,120.678377,2024-10-19,,ACTIVE,21213,3673583,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.763088,RETAIL_OPS
AU_0009,Apple Smithtown,AU,APAC,AU_NSW_STD,MALL,Port Jackmouth,NSW,41221,5050 Buck Centers Apt. 566,-15.864756,178.429070,2021-04-16,,ACTIVE,24141,5537018,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.763259,RETAIL_OPS
AU_0010,Apple Hardingburgh,AU,APAC,AU_QLD_STD,MINI,Martinmouth,QLD,64006,42205 Debra Prairie,-55.896351,-140.003865,2022-04-03,,ACTIVE,14394,17308936,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.763422,RETAIL_OPS
AU_0011,Apple Marchaven,AU,APAC,AU_NSW_STD,MALL,Kathyshire,NSW,71157,39527 Charlotte Rue,-20.419518,-42.928558,2025-02-02,,ACTIVE,15172,15678498,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.763553,RETAIL_OPS
AU_0012,Apple New Stephanie,AU,APAC,AU_NT_STD,MINI,North Jacqueline,NT,66677,67968 Brian Falls,-55.102450,-149.771797,2019-12-22,,ACTIVE,22676,6618565,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.763684,RETAIL_OPS
AU_0013,Apple Port Brandyport,AU,APAC,AU_NT_STD,MALL,Cooperland,NT,34016,107 Chad Stravenue Suite 581,78.353338,-8.271812,2022-07-13,,ACTIVE,12330,5125812,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.763835,RETAIL_OPS
AU_0014,Apple Cruzfurt,AU,APAC,AU_NT_STD,MINI,Grayview,NT,20111,19101 Paul Locks,-3.899106,173.719699,2021-11-20,,ACTIVE,16624,9557760,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.763995,RETAIL_OPS
AU_0015,Apple Port Kathleenfort,AU,APAC,AU_NSW_STD,MALL,East Danielland,NSW,68556,6242 Kimberly Mountain,-49.033706,79.360012,2022-09-21,,ACTIVE,23519,7130969,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.764129,RETAIL_OPS
AU_0016,Apple Palmerstad,AU,APAC,AU_WA_STD,MINI,Kennethbury,WA,71094,1943 Nicole Corner,-88.163243,165.997397,2018-01-21,,ACTIVE,9833,18728916,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.764275,RETAIL_OPS
AU_0017,Apple Toddtown,AU,APAC,AU_NSW_STD,MALL,South Teresa,NSW,38743,14913 Arroyo Mill,-80.384340,56.229268,2016-08-30,,ACTIVE,5238,10716224,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.764427,RETAIL_OPS
AU_0018,Apple New Alisonville,AU,APAC,AU_TAS_STD,FLG,West Jamie,TAS,23457,9639 Stephenson Port Suite 966,21.192023,-59.732131,2019-07-02,,ACTIVE,13279,11283495,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.764580,RETAIL_OPS
AU_0019,Apple Fischermouth,AU,APAC,AU_TAS_STD,MINI,Francoberg,TAS,97193,00577 Dennis Underpass Apt. 744,-39.904124,-22.018408,2016-07-07,,ACTIVE,16099,2284902,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.764744,RETAIL_OPS
AU_0020,Apple Gardnerport,AU,APAC,AU_ACT_STD,MALL,Port Jenniferbury,ACT,11464,4050 Silva Shoal,21.240498,150.816543,2025-08-28,,ACTIVE,9585,10760794,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.764908,RETAIL_OPS
CA_0001,Apple West Michaelside,CA,AMER,CA_QC_STD,FLG,Port Laurenside,QC,51911,1430 Kaiser Terrace Suite 630,-14.446862,-116.179550,2018-07-04,,ACTIVE,8485,17959443,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.765061,RETAIL_OPS
CA_0002,Apple Perryside,CA,AMER,CA_PE_STD,MINI,Andrewfurt,PE,74509,3176 Nguyen Inlet Suite 988,-49.527354,4.716235,2017-03-27,,ACTIVE,20271,12256232,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.765230,RETAIL_OPS
CA_0003,Apple Port Kathleen,CA,AMER,CA_NS_STD,MINI,Myersberg,NS,84816,20077 Young Greens Suite 156,4.799522,44.633932,2016-03-26,,ACTIVE,16870,8085867,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.765397,RETAIL_OPS
CA_0004,Apple New Charlestown,CA,AMER,CA_ON_STD,MINI,Cherryfort,ON,91181,478 Angel Valley,78.795544,82.937285,2022-02-17,,ACTIVE,16048,19820727,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.765546,RETAIL_OPS
CA_0005,Apple West Christina,CA,AMER,CA_MB_STD,FLG,Osborneport,MB,78134,81502 Angela Plain,12.044920,15.473634,2018-02-12,,ACTIVE,13249,13465254,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.765696,RETAIL_OPS
CA_0006,Apple West Deniseberg,CA,AMER,CA_QC_STD,MALL,Cesarport,QC,34246,04166 Wilson Bypass,28.821087,4.338124,2024-04-03,,ACTIVE,24240,18570608,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.765848,RETAIL_OPS
CA_0007,Apple Royport,CA,AMER,CA_NL_STD,FLG,Moorechester,NL,41689,9898 Mary Manor,-61.661354,-58.416979,2023-04-12,,ACTIVE,6869,9105012,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.766014,RETAIL_OPS
CA_0008,Apple Lake Christophermouth,CA,AMER,CA_NL_STD,MINI,New Jessicabury,NL,37957,604 Kayla Manors Apt. 564,74.238228,-40.794721,2025-03-29,,ACTIVE,23964,11521441,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.766153,RETAIL_OPS
CA_0009,Apple Tylerborough,CA,AMER,CA_NS_STD,FLG,West Denise,NS,98923,54389 Figueroa Light,-59.572846,-109.164490,2016-10-15,,ACTIVE,17509,8273202,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.766298,RETAIL_OPS
CA_0010,Apple Shannonton,CA,AMER,CA_MB_STD,MALL,Millerbury,MB,27966,8761 Scott Inlet Apt. 614,-71.389474,2.761949,2022-09-14,,ACTIVE,9345,12488956,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.766447,RETAIL_OPS
CA_0011,Apple Williamsstad,CA,AMER,CA_PE_STD,FLG,West Brian,PE,18080,2744 John Lodge,67.329210,-70.721478,2025-09-07,,ACTIVE,22539,19112698,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.766592,RETAIL_OPS
CA_0012,Apple Anthonymouth,CA,AMER,CA_PE_STD,FLG,Jacobview,PE,32947,29378 Ann Street,37.922775,-79.500044,2021-01-30,,ACTIVE,12981,3110694,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.766736,RETAIL_OPS
CA_0013,Apple West Christina,CA,AMER,CA_BC_STD,FLG,Churchville,BC,08022,6861 Davis Rapid Suite 828,-52.353954,51.044330,2016-03-10,,ACTIVE,19142,5999275,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.766900,RETAIL_OPS
CA_0014,Apple West Daniel,CA,AMER,CA_PE_STD,MINI,Port Brendashire,PE,59985,1849 Lindsey Trafficway Suite 303,-63.913443,-120.563528,2024-06-28,,ACTIVE,13823,18486032,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.767038,RETAIL_OPS
CA_0015,Apple Erinshire,CA,AMER,CA_NB_STD,FLG,Baileyport,NB,02266,9613 Robinson Glen Suite 998,62.177508,-148.167091,2025-12-18,,ACTIVE,23241,12470007,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.767200,RETAIL_OPS
CA_0016,Apple South Karen,CA,AMER,CA_NS_STD,MALL,Baileyburgh,NS,22213,069 Philip Stravenue Suite 729,81.432599,-155.727571,2023-08-25,,ACTIVE,15341,8311530,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.767350,RETAIL_OPS
CA_0017,Apple Lake Toddview,CA,AMER,CA_AB_STD,MINI,Port Claire,AB,63569,73357 Nolan Way Apt. 878,-89.547052,-130.737935,2020-01-02,,ACTIVE,12038,17840082,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.767505,RETAIL_OPS
CA_0018,Apple Woodwardshire,CA,AMER,CA_AB_STD,MINI,Port Kevin,AB,66461,8433 Jacobs Mission Apt. 317,-47.961602,0.293567,2023-03-12,,ACTIVE,6898,14811554,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.767675,RETAIL_OPS
CA_0019,Apple Jonathanbury,CA,AMER,CA_AB_STD,MINI,Bobbyfort,AB,23609,3675 Kirby Dale,-88.235662,30.653279,2026-01-28,,ACTIVE,23373,13971628,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.767824,RETAIL_OPS
CA_0020,Apple Jessicamouth,CA,AMER,CA_AB_STD,MALL,North Matthew,AB,83812,1575 Heather Expressway Suite 596,75.139530,-99.259891,2024-10-13,,ACTIVE,24273,9450909,Y,2026-03-04,9999-12-31,2026-03-04 16:04:36.767961,RETAIL_OPS
